
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100

//Trader 0
<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
		MSFCHoodMulticam,	*,		-1,		65
		MSFCBandanaMulticam,	*,		-1,		65
		MSFCBandanaMulticamMask,	*,		-1,		65
		MSFCPlateCarrierVestMulticam,	*,		-1,		65
		MSFCPlateCarrierVestMulticamLogo,	*,		-1,		65
		MSFCTortilaMulticam,	*,		-1,		65
		MSFCAliceBagMulticam,	*,		-1,		65
		MSFCNBCPantsMulticam,	*,		-1,		65
		MSFCNBCJacketMulticam,	*,		-1,		65
		MSFCNBCGlovesMulticam,	*,		-1,		65
		MSFCNBCBootsMulticam,	*,		-1,		65
		MSFCPlateCarrierVestMulticamMedic,	*,		-1,		65
		MSFCMountainBagMulticam,	*,		-1,		200
		MSFCPlateHolsterMulticam,	*,		-1,		65
		MSFCPlatePouchesMulticam,	*,		-1,		65
		MSFCPCU5MulticamSupply,	*,		-1,		65
		MSFCGorkaHelmetMulticam,	*,		-1,		65
		MSFCMich2000HelmetMulticam,	*,		-1,		65
		MSFCSweaterMulticam,	*,		-1,		65
		MSFCPressVestMulticam,	*,		-1,		65
		MSFCPCU5MulticamPartComander,	*,		-1,		65
		MSFCSmershVestMulticam,	*,		-1,		65
		MSFCSmershBagMulticam,	*,		-1,		65
		MSFCOpsCoreMulticam,	*,		-1,		65
		MSFCTacticalMaskMulticam,	*,		-1,		65
		MSFCSmershBagMedicMulticam,	*,		-1,		65	
		MSFCPCU5MulticamNoPatch,	*,		-1,		65	
        MSFCGorkaJMulticamNoPatch,	*,		-1,		65	
		MSFCBootsLowaMulticam,	*,		-1,		65	
        MSFCBootsTrekkingMulticam,	*,		-1,		65
        MSFCBackpackPegasusMulticam,	*,		-1,		65
        MSFCBackpackCargoMulticam,	*,		-1,		65
        MSFCPouchCargoMulticam,	*,		-1,		65
        MSFCPouchIFAKMulticam,	*,		-1,		65	
		MSFC_FaceMack_Multicam,	*,		-1,		65	
        MSFC_TacticalBelt_Multicam,	*,		-1,		65
        MSFCLowaZephyrBootsMulticam,	*,		-1,		65
		MSFC_TacticalBeltMedium_Multicam,	*,		-1,		65
        MSFC_TacticalBeltSmall_Multicam,	*,		-1,		65
        MSFC_TacticalBeltLite_Multicam,	*,		-1,		65
		MSFC_BIG_BACKPACK_Multicam,	*,		-1,		65
        MSFC_SMALL_BACKPACK_Multicam,	*,		-1,		65		
        MSFC_BottlePouch_Multicam,	*,		-1,		65
        MSFC_G3Pants_Multicam,	*,		-1,		65								

    	<Category> SQUAD MSF-C SURPAT Desert
		MSFC_JPC_Vest_SURPATDesert,	*,		-1,		65
		MSFC_TAC_TEC_Vest_SURPATDesert,	*,		-1,		65
		MSFC_TacticalCap_SURPATDesert,	*,		-1,		65
		MSFC_WarBelt_SURPATDesert,	*,		-1,		65
		MSFCEmpty_Mags_Bag_SURPATDesert,	*,		-1,		65
		MSFC_IFAK_SURPATDesert,	*,		-1,		65
		MSFC_Defender_Vest_SURPATDesert,	*,		-1,		65
		MSFCM65SURPATDesert,	*,		-1,		65
		MSFCPantsSURPATDesert,	*,		-1,		65
		MSFCPCU5SURPATDesertComander,	*,		-1,		65
		MSFCPCU5SURPATDesertMedic,	*,		-1,		65
		MSFCPCU5SURPATDesertReconnaissance,	*,		-1,		65
		MSFCPCU5SURPATDesertSniper,	*,		-1,		65
		MSFCPCU5SURPATDesertSapper,	*,		-1,		65
		MSFCPCU5SURPATDesertMachineGun,	*,		-1,		65
		MSFCPCU5SURPATDesertEngineer,	*,		-1,		65
		MSFCPCU5SURPATDesertTrooper,	*,		-1,		65
		MSFCCapSURPATDesert,	*,		-1,		65
		MSFCGorkaJSURPATDesert,	*,		-1,		65
		MSFCGorkaPSURPATDesert,	*,		-1,		65
		MSFCGlovesSURPATDesert,	*,		-1,		65
		MSFCBootsSURPATDesert,	*,		-1,		65
		MSFCUKVestSURPATDesert,	*,		-1,		65
		MSFCTShirtSURPATDesert,	*,		-1,		65
		MSFCTacVestSURPATDesert,	*,		-1,		65
		MSFCTacVestSURPATDesertLogo,	*,		-1,		65
		MSFCTacVestSURPATDesertMedic,	*,		-1,		65
		MSFCBeanieHatSURPATDesert,	*,		-1,		65
		MSFCBoonieHatSURPATDesert,	*,		-1,		65
		MSFCCoyoteBagSURPATDesert,	*,		-1,		65
		MSFCSURPATDesertMask,	*,		-1,		65
		MSFCMich2001SURPATDesert,	*,		-1,		65
		MSFCAssaultBagSURPATDesert,	*,		-1,		65
		MSFCAssaultBagSURPATDesertMedic,	*,		-1,		65
		MSFCHoodSURPATDesert,	*,		-1,		65
		MSFCBandanaSURPATDesert,	*,		-1,		65
		MSFCBandanaSURPATDesertMask,	*,		-1,		65
		MSFCPlateCarrierVestSURPATDesert,	*,		-1,		65
		MSFCPlateCarrierVestSURPATDesertLogo,	*,		-1,		65
		MSFCTortilaSURPATDesert,	*,		-1,		65
		MSFCAliceBagSURPATDesert,	*,		-1,		65
		MSFCNBCPantsSURPATDesert,	*,		-1,		65
		MSFCNBCJacketSURPATDesert,	*,		-1,		65
		MSFCNBCGlovesSURPATDesert,	*,		-1,		65
		MSFCNBCBootsSURPATDesert,	*,		-1,		65
		MSFCPlateCarrierVestSURPATDesertMedic,	*,		-1,		65
		MSFCMountainBagSURPATDesert,	*,		-1,		200
		MSFCPlateHolsterSURPATDesert,	*,		-1,		65
		MSFCPlatePouchesSURPATDesert,	*,		-1,		65
		MSFCPCU5SURPATDesertSupply,	*,		-1,		65
		MSFCGorkaHelmetSURPATDesert,	*,		-1,		65
		MSFCMich2000HelmetSURPATDesert,	*,		-1,		65
		MSFCSweaterSURPATDesert,	*,		-1,		65
		MSFCPressVestSURPATDesert,	*,		-1,		65
		MSFCPCU5SURPATDesertPartComander,	*,		-1,		65
		MSFCSmershVestSURPATDesert,	*,		-1,		65
		MSFCSmershBagSURPATDesert,	*,		-1,		65
		MSFCOpsCoreSURPATDesert,	*,		-1,		65
		MSFCTacticalMaskSURPATDesert,	*,		-1,		65
		MSFCSmershBagMedicSURPATDesert,	*,		-1,		65	
        MSFCPCU5SURPATDesertNoPatch,	*,		-1,		65	
        MSFCGorkaJSURPATDesertNoPatch,	*,		-1,		65
		MSFCBootsLowaSURPATDesert,	*,		-1,		65
        MSFCBootsTrekkingSURPATDesert,	*,		-1,		65
        MSFCBackpackPegasusSURPATDesert,	*,		-1,		65
        MSFCBackpackCargoSURPATDesert,	*,		-1,		65
        MSFCPouchCargoSURPATDesert,	*,		-1,		65
        MSFCPouchIFAKSURPATDesert,	*,		-1,		65		
		MSFC_FaceMack_SURPATDesert,	*,		-1,		65	
        MSFC_TacticalBelt_SURPATDesert,	*,		-1,		65
		MSFCLowaZephyrBootsSURPATDesert,	*,		-1,		65
		MSFC_TacticalBeltMedium_SURPATDesert,	*,		-1,		65
        MSFC_TacticalBeltSmall_SURPATDesert,	*,		-1,		65
		MSFC_TacticalBeltLite_SURPATDesert,	*,		-1,		65
		MSFC_BIG_BACKPACK_SURPATDesert,	*,		-1,		65
        MSFC_SMALL_BACKPACK_SURPATDesert,	*,		-1,		65
        MSFC_BottlePouch_SURPATDesert,	*,		-1,		65
        MSFC_G3Pants_SURPATDesert,	*,		-1,		65		

    	<Category> SQUAD MSF-C SURPAT
		MSFC_JPC_Vest_SURPAT,	*,		-1,		65
		MSFC_TAC_TEC_Vest_SURPAT,	*,		-1,		65
		MSFC_TacticalCap_SURPAT,	*,		-1,		65
		MSFC_WarBelt_SURPAT,	*,		-1,		65
		MSFCEmpty_Mags_Bag_SURPAT,	*,		-1,		65
		MSFC_IFAK_SURPAT,	*,		-1,		65
		MSFC_Defender_Vest_SURPAT,	*,		-1,		65
		MSFCM65SURPAT,	*,		-1,		65
		MSFCPantsSURPAT,	*,		-1,		65
		MSFCPCU5SURPATComander,	*,		-1,		65
		MSFCPCU5SURPATMedic,	*,		-1,		65
		MSFCPCU5SURPATReconnaissance,	*,		-1,		65
		MSFCPCU5SURPATSniper,	*,		-1,		65
		MSFCPCU5SURPATSapper,	*,		-1,		65
		MSFCPCU5SURPATMachineGun,	*,		-1,		65
		MSFCPCU5SURPATEngineer,	*,		-1,		65
		MSFCPCU5SURPATTrooper,	*,		-1,		65
		MSFCCapSURPAT,	*,		-1,		65
		MSFCGorkaJSURPAT,	*,		-1,		65
		MSFCGorkaPSURPAT,	*,		-1,		65
		MSFCGlovesSURPAT,	*,		-1,		65
		MSFCBootsSURPAT,	*,		-1,		65
		MSFCUKVestSURPAT,	*,		-1,		65
		MSFCTShirtSURPAT,	*,		-1,		65
		MSFCTacVestSURPAT,	*,		-1,		65
		MSFCTacVestSURPATLogo,	*,		-1,		65
		MSFCTacVestSURPATMedic,	*,		-1,		65
		MSFCBeanieHatSURPAT,	*,		-1,		65
		MSFCBoonieHatSURPAT,	*,		-1,		65
		MSFCCoyoteBagSURPAT,	*,		-1,		65
		MSFCSURPATMask,	*,		-1,		65
		MSFCMich2001SURPAT,	*,		-1,		65
		MSFCAssaultBagSURPAT,	*,		-1,		65
		MSFCAssaultBagSURPATMedic,	*,		-1,		65
		MSFCHoodSURPAT,	*,		-1,		65
		MSFCBandanaSURPAT,	*,		-1,		65
		MSFCBandanaSURPATMask,	*,		-1,		65
		MSFCPlateCarrierVestSURPAT,	*,		-1,		65
		MSFCPlateCarrierVestSURPATLogo,	*,		-1,		65
		MSFCTortilaSURPAT,	*,		-1,		65
		MSFCAliceBagSURPAT,	*,		-1,		65
		MSFCNBCPantsSURPAT,	*,		-1,		65
		MSFCNBCJacketSURPAT,	*,		-1,		65
		MSFCNBCGlovesSURPAT,	*,		-1,		65
		MSFCNBCBootsSURPAT,	*,		-1,		65
		MSFCPlateCarrierVestSURPATMedic,	*,		-1,		65
		MSFCMountainBagSURPAT,	*,		-1,		200
		MSFCPlateHolsterSURPAT,	*,		-1,		65
		MSFCPlatePouchesSURPAT,	*,		-1,		65
		MSFCPCU5SURPATSupply,	*,		-1,		65
		MSFCGorkaHelmetSURPAT,	*,		-1,		65
		MSFCMich2000HelmetSURPAT,	*,		-1,		65
		MSFCSweaterSURPAT,	*,		-1,		65
		MSFCPressVestSURPAT,	*,		-1,		65
		MSFCPCU5SURPATPartComander,	*,		-1,		65
		MSFCSmershVestSURPAT,	*,		-1,		65
		MSFCSmershBagSURPAT,	*,		-1,		65
		MSFCOpsCoreSURPAT,	*,		-1,		65
		MSFCTacticalMaskSURPAT,	*,		-1,		65
		MSFCSmershBagMedicSURPAT,	*,		-1,		65
        MSFCPCU5SURPATNoPatch,	*,		-1,		65
        MSFCGorkaJSURPATNoPatch,	*,		-1,		65
		MSFCBootsLowaSURPAT,	*,		-1,		65
        MSFCBootsTrekkingSURPAT,	*,		-1,		65
	    MSFCBackpackPegasusSURPAT,	*,		-1,		65
        MSFCBackpackCargoSURPAT,	*,		-1,		65
        MSFCPouchCargoSURPAT,	*,		-1,		65
        MSFCPouchIFAKSURPAT,	*,		-1,		65
		MSFC_FaceMack_SURPAT,	*,		-1,		65
        MSFC_TacticalBelt_SURPAT,	*,		-1,		65
		MSFCLowaZephyrBootsSURPAT,	*,		-1,		65
		MSFC_TacticalBeltMedium_SURPAT,	*,		-1,		65
        MSFC_TacticalBeltSmall_SURPAT,	*,		-1,		65		
		MSFC_TacticalBeltLite_SURPAT,	*,		-1,		65
		MSFC_BIG_BACKPACK_SURPAT,	*,		-1,		65
		MSFC_SMALL_BACKPACK_SURPAT,	*,		-1,		65
        MSFC_BottlePouch_SURPAT,	*,		-1,		65
        MSFC_G3Pants_SURPAT,	*,		-1,		65			

    <Category> SQUAD MSF-C S.T.A.L.K.E.R.
		MSFCSTALKERPants,	*,		-1,		65
		MSFCSTALKERJacket,	*,		-1,		65
		MSFCSTALKERHood,	*,		-1,		65
		MSFCSTALKERVest,	*,		-1,		65
		MSFCSTALKERBag,	*,		-1,		65
		MSFCSTALKERRespirator,	*,		-1,		65
		MSFCSTALKERDolgPants,	*,		-1,		65
		MSFCSTALKERDolgJacket,	*,		-1,		65
		MSFCSTALKERDolgHood,	*,		-1,		65
		MSFCSTALKERDolgVest,	*,		-1,		65
		MSFCSTALKERDolgBag,	*,		-1,		65
		MSFCSTALKERDolgRespirator,	*,		-1,		65
		MSFCSTALKERDolgHelmet,	*,		-1,		65
		MSFCSTALKERSvobodaPants,	*,		-1,		65
		MSFCSTALKERSvobodaJacket,	*,		-1,		65
		MSFCSTALKERSvobodaHood,	*,		-1,		65
		MSFCSTALKERSvobodaVest,	*,		-1,		65
		MSFCSTALKERSvobodaBag,	*,		-1,		65
		MSFCSTALKERSvobodaRespirator,	*,		-1,		65
		MSFCSTALKERMercPants,	*,		-1,		65
		MSFCSTALKERMercJacket,	*,		-1,		65
		MSFCSTALKERMercHood,	*,		-1,		65
		MSFCSTALKERMercVest,	*,		-1,		65
		MSFCSTALKERMercBag,	*,		-1,		65
		MSFCSTALKERMercRespirator,	*,		-1,		65
		MSFCSTALKERMercHelmet,	*,		-1,		65
		MSFCSTALKERMonolitPants,	*,		-1,		65
		MSFCSTALKERMonolitJacket,	*,		-1,		65
		MSFCSTALKERMonolitHood,	*,		-1,		65
		MSFCSTALKERMonolitVest,	*,		-1,		65
		MSFCSTALKERMonolitBag,	*,		-1,		65
		MSFCSTALKERMonolitRespirator,	*,		-1,		65
		MSFCSTALKERMonolitHelmet,	*,		-1,		65
		MSFCSTALKERClearSkyPants,	*,		-1,		65
		MSFCSTALKERClearSkyJacket,	*,		-1,		65
		MSFCSTALKERClearSkyHood,	*,		-1,		65
		MSFCSTALKERClearSkyVest,	*,		-1,		65
		MSFCSTALKERClearSkyBag,	*,		-1,		65
		MSFCSTALKERClearSkyRespirator,	*,		-1,		65
		MSFCSTALKERClearSkyHelmet,	*,		-1,		65
		MSFCSTALKERBanditPants,	*,		-1,		65
		MSFCSTALKERBanditJacket,	*,		-1,		65
		MSFCSTALKERBanditHood,	*,		-1,		65
		MSFCSTALKERBanditVest,	*,		-1,		65
		MSFCSTALKERBanditBag,	*,		-1,		65
		MSFCSTALKERBanditRespirator,	*,		-1,		65
		MSFCSTALKEREcologPants,	*,		-1,		65
		MSFCSTALKEREcologJacket,	*,		-1,		65
		MSFCSTALKEREcologGloves,	*,		-1,		65
		MSFCSTALKEREcologBoots,	*,		-1,		65
		MSFCSTALKEREcologHood,	*,		-1,		65
		MSFCSTALKERMilitaryJacket,	*,		-1,		65
		MSFCSTALKERMilitaryPants,	*,		-1,		65
		MSFCSTALKERMilitaryHelmet,	*,		-1,		65
		MSFCSTALKERMilitaryVest,	*,		-1,		65
		MSFCSTALKERMilitaryBag,	*,		-1,		65
		MSFCSTALKERDolgPlateVest,	*,		-1,		65
		MSFCSTALKERDolgPlateHolster,	*,		-1,		65
		MSFCSTALKERDolgPlatePouches,	*,		-1,		65
		MSFCSTALKERBanditJacketNoPatch,	*,		-1,		65
		MSFCSTALKERClearSkyJacketNoPatch,	*,		-1,		65
		MSFCSTALKERClearSkyPlateVest,	*,		-1,		65
		MSFCSTALKERClearSkyPlateHolster,	*,		-1,		65
		MSFCSTALKERClearSkyPlatePouches,	*,		-1,		65
		MSFCSTALKERDolgJacketNoPatch,	*,		-1,		65
		MSFCSTALKERMercJacketNoPatch,	*,		-1,		65
		MSFCSTALKERMercPlateVest,	*,		-1,		65
		MSFCSTALKERMercPlateHolster,	*,		-1,		65
		MSFCSTALKERMercPlatePouches,	*,		-1,		65
		MSFCSTALKERMonolitJacketNoPatch,	*,		-1,		65
		MSFCSTALKERMonolitPlateVest,	*,		-1,		65
		MSFCSTALKERMonolitPlateHolster,	*,		-1,		65
		MSFCSTALKERMonolitPlatePouches,	*,		-1,		65
		MSFCSTALKERJacketNoPatch,	*,		-1,		65
		MSFCSTALKERSvobodaJacketNoPatch,	*,		-1,		65
		MSFCSTALKERSvobodaPlateVest,	*,		-1,		65
		MSFCSTALKERSvobodaPlateHolster,	*,		-1,		65
		MSFCSTALKERSvobodaPlatePouches,	*,		-1,		65
		MSFCSTALKERPants_Green,	*,		-1,		65
		MSFCSTALKERJacket_Green,	*,		-1,		65
		MSFCSTALKERHood_Green,	*,		-1,		65
		MSFCSTALKERVest_Green,	*,		-1,		65
		MSFCSTALKERBag_Green,	*,		-1,		65
		MSFCSTALKERRespirator_Green,	*,		-1,		65
		MSFCTShirtSTALKER_RP,	*,		-1,		65
		MSFCTShirtSTALKER_RP_Radiation,	*,		-1,		65	

			<Category> SQUAD MSF-C Other Clothes
	    MSFC_G3Pants_Flecktarn,	*,		-1,		65	
	    MSFC_AdvancedCombatHelmet_ACU,	*,		-1,		65
        MSFC_6B47_Cover_EMR,	*,		-1,		65
        MSFC_G3Pants_EMR,	*,		-1,		65
        MSFC_6B47_Cover_Desert,	*,		-1,		65
		MSFC_6B47_Cover_Black,	*,		-1,		65
		MSFC_6B47_Cover_Green,	*,		-1,		65	
		MSFCOpsCoreHeadPhones_Green,	*,		-1,		65
		MSFCOpsCoreHeadPhones_Desert,	*,		-1,		65
		MSFCOpsCore_Mandible_Green,	*,		-1,		65
		MSFCOpsCore_Mandible_Desert,	*,		-1,		65
		MSFCOpsCore_Mandible_Black,	*,		-1,		65
		MSFCOpsCore_Visor_Black,	*,		-1,		65
		MSFC_BC_NVG21,	*,		-1,		200
		MSFC_JPC_Vest_Green,	*,		-1,		65
		MSFC_JPC_Vest_Black,	*,		-1,		65
		MSFC_JPC_Vest_Desert,	*,		-1,		65
		MSFC_TAC_TEC_Vest_Green,	*,		-1,		65
		MSFC_TAC_TEC_Vest_Black,	*,		-1,		65
		MSFC_TAC_TEC_Vest_Desert,	*,		-1,		65
		MSFC_TacticalCap_Green,	*,		-1,		65
		MSFC_TacticalCap_Black,	*,		-1,		65
		MSFC_TacticalCap_Desert,	*,		-1,		65
		MSFC_ZSh12M_Green,	*,		-1,		65
		MSFC_ZSh12M_Black,	*,		-1,		65
		MSFC_ZSh12M_Desert,	*,		-1,		65
		MSFC_ZSh12M_Gray,	*,		-1,		65
		MSFC_ZSh12M_White,	*,		-1,		65
		MSFC_ZSh12M_Visor_Green,	*,		-1,		65
		MSFC_ZSh12M_Visor_Black,	*,		-1,		65
		MSFC_ZSh12M_Visor_Desert,	*,		-1,		65
		MSFC_ZSh12M_Visor_Gray,	*,		-1,		65
		MSFC_ZSh12M_Visor_White,	*,		-1,		65
		MSFC_ZSh12M_Visor_Bandit,	*,		-1,		65
		MSFC_WarBelt_Black,	*,		-1,		65
		MSFC_WarBelt_Green,	*,		-1,		65
		MSFC_WarBelt_Desert,	*,		-1,		65
		MSFCEmpty_Mags_Bag_Green,	*,		-1,		65
		MSFCEmpty_Mags_Bag_Desert,	*,		-1,		65
		MSFCEmpty_Mags_Bag_Black,	*,		-1,		65
		MSFC_IFAK_Green,	*,		-1,		65
		MSFC_IFAK_Desert,	*,		-1,		65
		MSFC_IFAK_Black,	*,		-1,		65
		MSFC_HelmetPatch_Chernarus,	*,		-1,		65
		MSFC_HelmetPatch_FSB,	*,		-1,		65
		MSFC_HelmetPatch_MAMA_IM_SPEC,	*,		-1,		65
		MSFC_HelmetPatch_MEDIC_EN,	*,		-1,		65
		MSFC_HelmetPatch_MEDIC_RU,	*,		-1,		65
		MSFC_HelmetPatch_MSFC_TEXT,	*,		-1,		65
		MSFC_HelmetPatch_POEHAVSHY,	*,		-1,		65
		MSFC_HelmetPatch_SBCH,	*,		-1,		65
		MSFC_HelmetPatch_SOFA_ARMY_RF,	*,		-1,		65
		MSFC_HelmetPatch_BENDER,	*,		-1,		65
		MSFC_BBB_ComanderGlasses_Black,	*,		-1,		65
		MSFC_BOLLE_COBRA_Glasses_Black,	*,		-1,		65
		MSFC_Bolle_Contour_PlatinumGlasses_Black,	*,		-1,		65
		MSFC_ESS_CrossbowGlasses_Black,	*,		-1,		65
		MSFC_ESS_ICEGlasses_Black,	*,		-1,		65
		MSFC_ESS_RollBarGlasses_Black,	*,		-1,		65
		MSFC_Oakley_M_FrameGlasses_Black,	*,		-1,		65
		MSFC_Oakley_M_FrameGlasses_Gray,	*,		-1,		65
		MSFC_Oakley_M_FrameGlasses_Purple,	*,		-1,		65
		MSFC_Oakley_M_FrameGlasses_Pink,	*,		-1,		65
		MSFC_Oakley_M_FrameGlasses_Orange,	*,		-1,		65
		MSFC_Oakley_M_FrameGlasses_Green,	*,		-1,		65
		MSFC_Defender_Vest_Green,	*,		-1,		65
		MSFC_Defender_Vest_Black,	*,		-1,		65
		MSFC_Defender_Vest_Desert,	*,		-1,		65
		MSFC_BallisticGoggles_Green,	*,		-1,		65
		MSFC_BallisticGoggles_Black,	*,		-1,		65
		MSFC_BallisticGoggles_Desert,	*,		-1,		65
		MSFC_6B47_Green,	*,		-1,		65
		MSFC_6B47_Black,	*,		-1,		65
		MSFC_6B47_Desert,	*,		-1,		65
		MSFC_AdvancedCombatHelmet_Green,	*,		-1,		65
		MSFC_AdvancedCombatHelmet_Black,	*,		-1,		65
		MSFC_AdvancedCombatHelmet_Desert,	*,		-1,		65
		MSFC_6B47_EMR,	*,		-1,		65
		MSFC_Defender_Vest_EMR,	*,		-1,		65
		MSFC_6B45_Green,	*,		-1,		65
		MSFC_6B45_Black,	*,		-1,		65
		MSFC_6B45_Desert,	*,		-1,		65
		MSFC_6B45_EMR,	*,		-1,		65
		MSFC_MTV_Green,	*,		-1,		65
		MSFC_MTV_Black,	*,		-1,		65
		MSFC_MTV_Desert,	*,		-1,		65
		MSFC_6B23_Green,	*,		-1,		65
		MSFC_6B23_Flora,	*,		-1,		65
		MSFC_6B23_EMR,	*,		-1,		65
		MSFC_BalaclavaMask_Green,	*,		-1,		65
		MSFC_BalaclavaMask_Black,	*,		-1,		65
		MSFC_BalaclavaMask_Desert,	*,		-1,		65
		MSFC_BalaclavaMask_Skull,	*,		-1,		65
		MSFC_6B23_TTSKO,	*,		-1,		65
		MSFC_6B45_TTSKO,	*,		-1,		65
		MSFC_IBH_Helmet_Desert,	*,		-1,		65
		MSFC_FaceMack_Skull,	*,		-1,		65
		MSFC_TacticalGoggles_Black,	*,		-1,		65
		MSFC_IBH_Helmet_Black,	*,		-1,		65
		MSFC_IBH_Helmet_Green,	*,		-1,		65
		MSFC_IBH_Helmet_White,	*,		-1,		65
		MSFC_IBH_Helmet_Gray,	*,		-1,		65
		MSFCHeadPhones,	*,		-1,		65
		MSFC_TacticalBelt_Black,	*,		-1,		65
		MSFC_TacticalBelt_Green,	*,		-1,		65
		MSFC_TacticalBelt_Desert,	*,		-1,		65
		MSFCTShirtBlack,	*,		-1,		65
		MSFCVenomMask,	*,		-1,		65
		MSFCGhostMask,	*,		-1,		65
		MSFCRussianMilitaryJacket,	*,		-1,		65
		MSFCRussianMilitaryJacketEmblem,	*,		-1,		65
		MSFCRussianMilitaryPants,	*,		-1,		65
		MSFCRussianMilitaryHelmet,	*,		-1,		65
		MSFCRussianMilitaryVest,	*,		-1,		65
		MSFCCSATJacket,	*,		-1,		65
		MSFCUSMCSurpatJacketComander,	*,		-1,		65
		MSFCUSMCSurpatJacket,	*,		-1,		65
		MSFCCSATPants,	*,		-1,		65
		MSFCUSMCSurpatPants,	*,		-1,		65
		MSFCCSATHelmet,	*,		-1,		65
		MSFCCSATVest,	*,		-1,		65
		MSFC_Beret_Red,	*,		-1,		65
		MSFC_Beret_Green,	*,		-1,		65
		MSFC_Beret_Black,	*,		-1,		65
		MSFC_Beret_Blue,	*,		-1,		65
		MSFC_Beret_Orange,	*,		-1,		65
		MSFCGasMaskGP5Black,	*,		-1,		65
		MSFCGasMaskGP5Green,	*,		-1,		65
		MSFCGasMaskGP5Tan,	*,		-1,		65
		MSFCSmershVestBlack,	*,		-1,		65
		MSFCSmershVestGreen,	*,		-1,		65
		MSFCSmershVestTan,	*,		-1,		65
		MSFCSmershBagBlack,	*,		-1,		65
		MSFCSmershBagGreen,	*,		-1,		65
		MSFCSmershBagTan,	*,		-1,		65
		MSFCTShirtPahom,	*,		-1,		65
		MSFCJacketMercer,	*,		-1,		65
		MSFCTShirtDayZ,	*,		-1,		65
		MSFCTShirtGreen,	*,		-1,		65
		MSFCBalaclava3HolesDemonSkull,	*,		-1,		65
		MSFCBalaclavaBlackSkullGhosts,	*,		-1,		65
		MSFCBalaclavaBlackDemonSkull,	*,		-1,		65
		MSFCBalaclavaBlackSugarSkull,	*,		-1,		65
		MSFCBalaclavaBlackDevilRed,	*,		-1,		65
		MSFCBalaclavaBlackDevilRog,	*,		-1,		65
		MSFCTShirtGreenElephant,	*,		-1,		65
		MSFCRussianMilitaryPlateVest,	*,		-1,		65
		MSFCRussianMilitaryJacketTwo,	*,		-1,		65
		MSFCRussianMilitaryCargoPants,	*,		-1,		65
		MSFCRussianMilitaryCap,	*,		-1,		65
		MSFCOFPResistancePants,	*,		-1,		65
		MSFCRBGPants,	*,		-1,		65
		MSFCOFPResistancePants,	*,		-1,		65
		MSFCRBGJacket,	*,		-1,		65
		MSFCOFPResistanceJacket,	*,		-1,		65
		MSFCRBGVest,	*,		-1,		65
		MSFCOFPResistanceVest,	*,		-1,		65
		MSFCUSMCWhitePants,	*,		-1,		65
		MSFCUSMCJacketWhite,	*,		-1,		65
		MSFCGorkaPantsBrown,	*,		-1,		65
		MSFCGorkaJacketBrown,	*,		-1,		65
		MSFCRussianMilitaryPlatePouches,	*,		-1,		65
		MSFCRussianMilitaryPlateHolster,	*,		-1,		65
		MSFCBlackCamoPants,	*,		-1,		65
		MSFCBlackCamoJacket,	*,		-1,		65
		MSFCBlackCamoBag,	*,		-1,		65
		MSFCBlackCamoHelmet,	*,		-1,		65
		MSFCBlackCamoGloves,	*,		-1,		65
		MSFCBlackCamoBoots,	*,		-1,		65
		MSFCBlackCamoVest,	*,		-1,		65
		MSFCBlackCamoPlateHolster,	*,		-1,		65
		MSFCBlackCamoPlatePouches,	*,		-1,		65
		MSFCMountainBagBlack,	*,		-1,		200
		MSFCTStarsTShirt,	*,		-1,		65
		MSFCTUmbrellaJacket,	*,		-1,		65
		MSFCTStarsPants,	*,		-1,		65
		MSFCUmbrellaPants,	*,		-1,		65
		MSFCUmbrellaHelmet,	*,		-1,		65
		MSFCUmbrellaVest,	*,		-1,		65
		MSFCStarsVest,	*,		-1,		65
		MSFCFlecktarnJacket,	*,		-1,		65
		MSFCFlecktarnPants,	*,		-1,		65
		MSFCFlecktarnHelmet,	*,		-1,		65
		MSFCFlecktarnBoots,	*,		-1,		65
		MSFCFlecktarnGloves,	*,		-1,		65
		MSFCFlecktarnBag,	*,		-1,		65
